uuid,name,price,processor,memory,hard_drive,graphics,img
ee58b3e8-1443-11eb-9321-0242ac1c0002,Inspiron 14 3000 (3493),$699.00 ,Intel Core i3-1005G1,4,1TB_HDD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_3480/global_spi/notebook-inspiron-14-3480-black-campaign-hero-504x350-ng.psd?fmt=jpg&wid=570&hei=400
ee638a70-1443-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,099.00 ",Intel Core i3-1115G4,8,256GB_SSD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
ee6d5fdc-1443-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,148.99 ",Intel Core i5-1135G7,8,256GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
ee785c5c-1443-11eb-9321-0242ac1c0002,Inspiron 15 3000 (3593),"$1,198.99 ",Intel Core i7-1065G7,8,1TB_HDD,NVIDIA GeForce MX230,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_3582/pdp/notebook-inspiron-15-3582-in-pdp-gallery-504x350.jpg?fmt=jpg&wid=570&hei=400
ee8291a4-1443-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,248.99 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
ee8c7bd8-1443-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,249.00 ",Intel Core i5-1135G7,8,256GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
ee962386-1443-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,298.99 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
eea03fa6-1443-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,298.99 ",Intel Core i5-1035G1,8,512GB_SSD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
eea9c38c-1443-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,299.00 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
eeb3a320-1443-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,348.97 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
eebd3d7c-1443-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,348.98 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
eec747f4-1443-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,348.99 ",Intel Core i5-1035G1,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0daa49aa-1444-11eb-9321-0242ac1c0002,Inspiron 14 3000 (3493),$699.00 ,Intel Core i3-1005G1,4,1TB_HDD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_3480/global_spi/notebook-inspiron-14-3480-black-campaign-hero-504x350-ng.psd?fmt=jpg&wid=570&hei=400
0db3e0e6-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,099.00 ",Intel Core i3-1115G4,8,256GB_SSD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0dc0cbda-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,148.99 ",Intel Core i5-1135G7,8,256GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
0dcaa8d0-1444-11eb-9321-0242ac1c0002,Inspiron 15 3000 (3593),"$1,198.99 ",Intel Core i7-1065G7,8,1TB_HDD,NVIDIA GeForce MX230,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_3582/pdp/notebook-inspiron-15-3582-in-pdp-gallery-504x350.jpg?fmt=jpg&wid=570&hei=400
0dd4fe20-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,248.99 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
0ddea56a-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,249.00 ",Intel Core i5-1135G7,8,256GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0de85074-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,298.99 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0df209d4-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,298.99 ",Intel Core i5-1035G1,8,512GB_SSD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0dfc5470-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,299.00 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0e060f2e-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,348.97 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0e11c53a-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,348.98 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
0e1b6d4c-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,348.99 ",Intel Core i5-1035G1,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
0ffc08d8-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5401),"$1,348.99 ",Intel Core i5-1035G1,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
100616de-1444-11eb-9321-0242ac1c0002,Inspiron 13 5000 Laptop (5391),"$1,398.98 ",Intel Core i5-10210U,8,512GB_SSD,NVIDIA GeForce MX250,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/13_5390/wifi/pdp/notebook_inspiron_13_5000_laptop_wifi_pdp_gallery504x350_silver-keyboard.jpg?fmt=jpg&wid=570&hei=400
100fe312-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5300 Laptop,"$1,398.98 ",Intel Core i5-10210U,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
10195c30-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 2-in-1 Laptop (5406),"$1,398.98 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/sites/csimages/Video_Imagery/all/notebooks-inspiron-14-5400-2in1-pdp-design-gallery504x350-gray.jpg
1076e468-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,399.00 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX350,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
10fc1a66-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 2-in-1 Laptop (5406),"$1,448.98 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/sites/csimages/Video_Imagery/all/notebooks-inspiron-14-5400-2in1-pdp-design-gallery504x350-gray.jpg
11385210-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,498.96 ",Intel Core i7-1165G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
1141ecf8-1444-11eb-9321-0242ac1c0002,New Inspiron 15 7501 Laptop,"$1,498.98 ",Intel Core i5-10300H,8,512GB_SSD,NVIDIA GeForce GTX 1650 Ti,https://i.dell.com/sites/csimages/Videos_Images/en/3e4554b9-3080-4a01-bbe7-556b79678c6e.jpg
117fb4de-1444-11eb-9321-0242ac1c0002,New G3 15 3500 Laptop,"$1,499.00 ",Intel Core i5-10300H,8,256GB_SSD+1TB_HDD,NVIDIA GeForce GTX 1650 Ti,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/g_series/15_3500_non_touch/pdp/laptop_g_series_g3_15_3500_nontouch_notebook_pdp_hero.jpg?fmt=jpg&wid=570&hei=400
11db869c-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,499.00 ",Intel Core i7-1065G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
12183074-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 2-in-1 Laptop,"$1,499.00 ",Intel Core i5-1035G1,8,512GB_SSD,Intel UHD Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5400_2in1/pdp/notebooks-inspiron-14-5400-2in1-pdp-design-gallery504x350-silver.jpg?fmt=jpg&wid=570&hei=400
1226f96a-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,548.99 ",Intel Core i7-1165G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
12ae0fcc-1444-11eb-9321-0242ac1c0002,New Inspiron 13 5000 Laptop (5301),"$1,299.00 ",Intel Core i5-1135G7,8,512GB_SSD,Intel Iris Xe Graphics,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/inspiron_5300/pdp/notebooks-inspiron-13-5300-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
12b782d2-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5502),"$1,348.97 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
12c0ebe2-1444-11eb-9321-0242ac1c0002,New Inspiron 15 5000 Laptop (5501),"$1,348.99 ",Intel Core i5-1035G1,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/15_5501_5508/pdp/notebooks-inspiron-15-5501-5508-laptop-pdp-design-gallery504x350.jpg?fmt=jpg&wid=570&hei=400
12ca51b4-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5402),"$1,348.98 ",Intel Core i5-1135G7,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
12d47978-1444-11eb-9321-0242ac1c0002,New Inspiron 14 5000 Laptop (5401),"$1,348.99 ",Intel Core i5-1035G1,8,512GB_SSD,NVIDIA GeForce MX330,https://i.dell.com/is/image/DellContent//content/dam/global-site-design/product_images/dell_client_products/notebooks/inspiron_notebooks/14_5401_5408/pdp/notebooks-inspiron-14-5401-5408-laptop-pdp-design-gallery504x350_silver.jpg?fmt=jpg&wid=570&hei=400
